epoch,loss,val_loss
120,7.95944392776,3.22833451271
121,8.08774848557,3.27700268745
122,9.09903754807,3.10308018684
123,9.1159667778,3.14871848106
124,10.153505867,3.3661559391
125,8.65372241211,3.01837874889
126,7.63353939819,3.13296390533
127,7.92886437607,2.99561049461
128,7.94832552338,2.98448288918
129,9.67549404144,3.51420287132
130,9.43791902542,2.97251358986
131,7.6144349556,3.02675964832
132,7.50281638718,2.9676667881
133,7.68889468765,2.92239662647
134,7.50569683456,2.81282058239
135,7.27241271973,2.88693701267
136,7.44119794083,2.76565979958
137,7.51426793289,3.33137459755
138,8.31500759125,2.92933632851
139,7.42051186752,2.76061012745
140,7.3120884285,2.78300147533
141,10.617576313,2.80701981544
142,7.78844703293,2.70341983795
143,6.77429687119,2.67013740063
144,7.11174797821,2.69932270527
145,7.66045337296,2.65459778309
146,7.30394567871,2.63273517132
147,9.67079375458,3.09758332253
148,6.99561497116,2.64431828022
149,7.22434075928,2.92316679478
150,6.91157575607,2.78370643139
151,10.4652671776,2.61949734688
152,7.74454525757,3.11028398037
153,6.71749592972,2.54795578003
154,7.61412547684,2.53297324657
155,6.61530893326,2.54561564922
156,6.76191513062,2.63804423809
157,8.12305459595,2.68607032299
158,7.48216054916,2.53085483551
159,6.3643779068,2.52336444378
160,7.06544662476,2.67742184162
161,10.9922467422,2.69507282734
162,7.12069887161,2.51848248005
163,7.10052168655,2.45808032036
164,6.4355631752,2.43522902966
165,7.14154798126,3.05458983898
166,6.28914444351,2.42713023186
167,6.84155940628,2.44347548485
168,7.09464293289,2.63062656403
169,6.66331613922,2.41277781963
170,6.16988288689,2.45440876007
171,6.83666331863,2.34693224907
172,6.73282646561,2.61285817146
173,6.10637910843,2.47360076427
174,6.88710425949,2.37308125496
175,6.41495940781,2.35406609058
176,6.47832178879,2.56966423988
177,6.9666582756,2.54548038006
178,7.06255928421,2.54919642925
179,6.04736856461,2.65970620155
180,6.46029044724,2.29610687733
181,5.98052444077,2.31707855701
182,7.84687419891,2.31612441063
183,6.1527735405,2.30485677719
184,6.27339445114,2.57979663372
185,6.83181962204,2.47305733681
186,5.90296654129,2.31264801025
187,6.05359833908,2.32687725544
188,6.26672517776,2.28764231682
189,5.61900089645,2.43012142658
190,5.8431088562,2.29014129639
191,7.38323841476,2.71969437122
192,6.40830399323,2.28225825787
193,5.88850735855,2.27203140736
194,6.12355302811,2.25801971912
195,6.07666353607,2.25358260632
196,6.78694120026,2.63085247517
197,5.90992591476,2.11246999741
198,6.24343915939,2.19698252678
199,6.12128964233,2.23410169601
200,6.24341510391,2.26250080109
201,5.98505858231,2.20488571167
202,5.42733758163,2.24048125744
203,5.83609117317,2.16125710011
204,7.10023317719,2.33947818756
205,7.36487909317,2.41643033981
206,5.88488009644,2.19643096447
207,6.71425309372,2.09690330982
208,5.5480465889,2.09319107533
209,5.41700672531,2.11504294872
210,5.53161229324,2.0898122406
211,6.15756477737,2.1361720562
212,5.65312394333,2.03418466568
213,5.63341892624,2.01616214275
214,5.42062011337,2.00126904011
215,5.70413910294,2.06681338787
216,7.23495808029,2.00544093132
217,7.38176613998,2.11136411667
218,6.31320588303,2.20599480152
219,6.11508747482,2.34535419941
220,5.76451134109,2.00698785782
221,5.88995503616,2.23116792679
222,5.91972746658,2.07885242939
223,6.35977357864,2.00017197132
224,5.25114127731,2.11989681244
225,5.46566524124,1.96143387318
226,5.11124339676,2.02397255421
227,5.37913938522,2.16496317863
228,8.6682788887,1.98684906483
229,5.81071316147,2.03533962727
230,5.09253078079,2.00344754696
231,5.59775952148,2.02976955414
232,5.78693278503,1.91756282806
233,5.05308101273,1.96097027302
234,5.65131234741,2.05907575607
235,5.08173845291,2.09965348244
236,5.39897319412,1.93101718903
237,5.20779761887,1.9583026886
238,5.26372951889,1.95181598663
239,5.13270596886,1.9598342371
240,5.14290566444,1.8839682579
241,5.18303413773,1.95535361767
242,5.55567116165,1.91861782551
243,5.32245732117,1.82067441463
244,5.25546190262,1.98382266998
245,5.52724870682,2.03430316925
246,5.05061884689,2.06503235817
247,5.32345894241,1.88078361988
248,5.15210090637,1.90172047138
249,4.89133482742,1.91512897491
250,5.03348628616,1.91418223858
251,5.07105881691,1.95667587757
252,5.41349322891,1.88601917267
253,5.19359895325,1.88547662258
254,5.07738847733,1.9035982132
255,4.74572335434,1.89767416
256,5.01128725815,1.85619241714
257,6.37401945114,1.95640739441
258,5.26455270576,1.80949804306
259,4.65202801132,2.01742488861
260,5.01151509476,1.9027607584
261,4.80764796066,1.80617457867
262,4.72781910133,1.78449192047
263,4.83053111267,1.84127690792
264,6.0038456192,1.90763565063
265,5.11271474075,1.79042961121
266,4.87935843277,1.82923015118
267,4.87749158287,1.82860299587
268,5.13256135178,1.78865789413
269,4.77778515625,1.80150226593
270,4.70300465775,1.77328388214
271,4.46120582962,1.76820353985
272,4.56755334091,1.8133565855
273,4.87370147324,1.78605964661
274,4.72680835915,1.77707289219
275,4.77441407394,1.80530945301
276,5.54591194534,1.88267494202
277,5.1863295784,1.79756555557
278,4.52676719093,2.01961619854
279,5.54307639694,1.78421198368
280,4.56026712418,1.73992183685
281,4.59615393639,1.75748281479
282,4.68529080009,1.81491776943
283,4.55292242432,1.7806014967
284,5.21753397751,1.9046488905
285,5.0994419136,1.72855338573
286,4.86330834579,1.72959197521
287,4.9910441246,1.86341419697
288,4.56345965767,1.68178585529
289,4.76684003639,1.73754966259
290,5.04038391685,1.72980653763
291,4.71058613777,1.71674347401
292,4.73485947609,1.7648540926
293,4.62176159286,1.73374173641
294,4.88442767143,1.64850002766
295,4.58366641617,1.84195991039
296,4.14479975891,1.83745239735
297,4.91156498337,1.6589192152
298,5.40478477859,1.8624020052
299,4.68138083076,1.76200016499
300,4.59969162369,1.70258556366
301,4.5791686306,1.96531898022
302,5.39537251663,1.75814938068
303,5.24269140053,1.69302796841
304,4.27741382408,1.73287638187
305,4.69577668571,1.85750141621
306,4.79481034851,1.61338875294
307,4.33084344673,1.72123936176
308,5.1606753521,1.69234363556
309,4.29018188095,1.62221813679
310,4.24928983688,1.67477161407
311,4.60265834618,1.62816040039
312,4.25791256142,1.6898947382
313,4.26535397911,1.63351780415
314,4.08339453316,1.63445198536
315,5.04350957298,1.62152187347
316,4.1888336277,1.6378619194
317,4.1152958889,1.60611716747
318,4.12849904823,1.57467563152
319,4.37176600075,1.75918502808
320,4.07948762512,1.62784698009
321,4.07042196655,1.67459442616
322,4.2905537262,1.63540016651
323,4.65346694374,1.64641494751
324,4.25920672607,1.61325309277
325,4.28024256516,1.59431312084
326,4.07788273621,1.59291919231
327,4.05908535385,1.60931598663
328,4.02356057358,1.6257186079
329,4.16736564636,1.5760948801
330,4.53278086853,1.54553262711
331,4.23377708054,1.60994662762
332,4.50330916023,1.53778007507
333,3.98349864197,1.59506640911
334,4.4499402523,1.63041307449
335,3.97275472832,1.69392642498
336,4.34385118484,1.61576072693
337,3.87609009361,1.5607136488
338,3.98048267174,1.50450231075
339,3.96094355774,1.55188396931
340,4.09804788208,1.47571216106
341,4.30573104858,1.56690704346
342,4.04009892654,1.67005474091
343,3.93168092346,1.45994136572
344,3.81800447273,1.43813869953
345,3.84722750282,1.54320026398
346,3.84812545204,1.5169087553
347,3.71039796448,1.55103998184
348,3.83608823586,1.50265493393
349,4.15739921379,1.52422547817
350,3.92470511436,1.51533840656
351,4.32839870644,1.54106868744
352,4.03396715736,1.54575687408
353,4.16879893684,1.51645968914
354,3.926156744,1.72568426609
355,4.09422636223,1.51165151119
356,3.71985756874,1.43373325348
357,3.65367475319,1.50922207355
358,3.81673609352,1.57363695621
359,3.68468039322,1.45898430347
360,4.28587594414,1.44762954235
361,3.81235935974,1.44534553766
362,3.79509768295,1.44168819904
363,3.99509122276,1.45600997686
364,3.71174645424,1.56123409271
365,3.98080252075,1.43433899403
366,3.75183307076,1.60564654827
367,3.64391433334,1.50515883923
368,3.55361396599,1.45238867998
369,3.84197538567,1.53992988586
370,4.48075636673,1.67816403866
371,3.70292713356,1.56856029987
372,3.57357252693,1.40364135742
373,3.60361953926,1.55646844864
374,4.16718878746,1.61166397572
375,3.75035169411,1.4420668745
376,3.64257112122,1.40550807476
377,3.86317065811,1.4795904541
378,3.7216599369,1.39080318928
379,3.62435775948,1.38345336676
380,3.6962519989,1.36248100519
381,3.5669897213,1.43857345343
382,3.58826551437,1.44831436157
383,3.52583369446,1.38831146717
384,3.57327829933,1.58557816029
385,3.66205597496,1.3407627058
386,3.59544872093,1.38975158215
387,3.48286208534,1.38403754711
388,3.48263469505,1.39191849232
389,3.43176701927,1.475620327
390,3.49328563499,1.37799755335
391,3.3949951725,1.37217365026
392,3.67507756996,1.38438556433
393,3.38594273949,1.35929561853
394,3.58299741745,1.34530258894
395,3.46733517456,1.37868090868
396,3.45885885048,1.34858810186
397,3.35700042152,1.3211157155
398,3.39161379623,1.38594241858
399,3.38633601379,1.53139751911
400,3.41581328011,1.34802524567
401,3.38716794395,1.37848709345
402,3.59122609329,1.38636550903
403,3.3788646183,1.37156550884
404,3.34870384789,1.46607458591
405,3.41256156349,1.36113978863
406,3.27591168022,1.34951613903
407,3.68894071388,1.36256228924
408,3.54771139145,1.43789924622
409,3.25797967339,1.39247138739
410,3.46677139854,1.31272696972
411,3.41167625999,1.33436451435
412,3.48067653084,1.33848872662
413,3.28682486916,1.28035908222
414,3.35026040459,1.37423416138
415,3.35795597267,1.27674302578
416,3.31445125771,1.5488518095
417,3.35417872429,1.33894554138
418,3.3117529974,1.26537840128
419,3.43816828537,1.28297592402
420,3.41310629272,1.3194489336
421,3.15176608849,1.33248962164
422,3.26291474915,1.29781627178
423,3.0397205925,1.40168232441
424,3.44692196655,1.3559154892
425,3.14058093262,1.32107509613
426,3.14853576088,1.26069313288
427,3.60441243362,1.37316788197
428,3.05745922279,1.46526712418
429,3.66190610313,1.27723630667
430,3.23504489326,1.28010909557
431,3.12643919182,1.28876693964
432,3.18036797142,1.27971763134
433,3.1013676548,1.31254993439
434,3.45987290382,1.29358268261
435,3.09873014832,1.27630870581
436,3.18245583248,1.24817700863
437,3.18294647026,1.29071517467
438,3.12658849907,1.29967963696
439,3.02926868725,1.24601519108
440,3.14659236717,1.47773506641
441,3.14967986107,1.28932686567
442,2.99574887657,1.25548677444
443,3.04605245018,1.28248539448
444,3.05934156799,1.2194736886
445,2.96195435143,1.24330279827
446,2.95266508675,1.28078426838
447,3.07457733154,1.22075342655
448,3.32488799858,1.31576182842
449,3.19932104111,1.36455315113
450,2.96054421043,1.2515910697
451,3.17058747292,1.25019828796
452,2.9252160778,1.21945222616
453,2.86892365837,1.27260789394
454,3.05209270287,1.3199441576
455,2.94075953674,1.31281906605
456,2.79855774498,1.21125696182
457,3.11765988731,1.23859477997
458,2.88860709572,1.29523472309
459,2.99944437218,1.27280151129
460,2.91516248894,1.22471912622
461,2.84591954613,1.2486583519
462,2.86730339622,1.1736803031
463,2.98054409599,1.27048965931
464,2.84817418861,1.27960484266
465,3.06875237465,1.32327442646
466,2.93716972542,1.25828664303
467,2.83600592232,1.2074374795
468,2.96763956642,1.18955993414
469,2.70975730324,1.38145718098
470,2.93483355713,1.24396985769
471,2.8949737072,1.21313415051
472,2.79921853447,1.1729886055
473,2.75111459923,1.28413823843
474,2.71660704994,1.3523528266
475,2.86713504219,1.1848831892
476,2.67139364815,1.17843136072
477,2.85040432167,1.18744592667
478,2.74984760475,1.23151058197
479,3.00097576523,1.19610315084
480,2.77435882568,1.20437038183
481,2.67477143669,1.16673093796
482,2.67971969795,1.16347294092
483,2.8067741518,1.18023364782
484,2.92394934273,1.18195230484
485,2.68974001122,1.21489521503
486,2.65627491665,1.17305854321
487,2.91266391563,1.19888138056
488,2.8076751194,1.20461992025
489,2.68008538246,1.20115869522
490,2.82001900673,1.16255599499
491,2.67192087746,1.1726963973
492,2.6604723835,1.16510205984
493,2.71686593819,1.17828358173
494,2.66389288998,1.18253676891
495,2.61130811596,1.21853781223
496,2.63485113716,1.11658548117
497,2.75029153252,1.16383377314
498,2.6223230381,1.20627752066
499,2.6196247282,1.15473697186
500,2.8021840229,1.27013841391
501,2.54269266987,1.21523575068
502,2.61487438774,1.14808601618
503,2.57150981903,1.12325569391
504,2.81817167091,1.14731881857
505,2.60281302071,1.1794860816
506,2.57893875694,1.12403419733
507,2.51408868885,1.15670323372
508,2.57770064735,1.17263154745
509,2.66708511543,1.2715592742
510,2.56662918854,1.13921912193
511,2.47986019325,1.14194629669
512,2.52763611794,1.11179593801
513,2.60925988579,1.17109334946
514,2.59680503654,1.13645519018
515,2.5254268446,1.16509557724
516,2.49693993187,1.14103048086
517,2.51110809898,1.12022396326
518,2.47021003914,1.16220599651
519,2.45584765625,1.11778499126
520,2.50836388588,1.14686077595
521,2.45209817505,1.14602863073
522,2.45668605614,1.13942985296
523,2.43521656799,1.09666242361
524,2.37489599037,1.12666172981
525,2.42341416931,1.11128499746
526,2.49700051689,1.0927610302
527,2.35674426842,1.16140146732
528,2.52742030239,1.14165691376
529,2.441657794,1.10385019541
530,2.39740551758,1.1172692585
531,2.42026696682,1.09832569122
532,2.40971017647,1.12440585613
533,2.36871822643,1.11173289299
534,2.4284078064,1.11454336405
535,2.35192471027,1.10913757324
536,2.32799327564,1.08564459085
537,2.44855107307,1.10704089165
538,2.31973282337,1.13109053612
539,2.409342062,1.08482399225
540,2.38314666653,1.08442046642
541,2.36540844822,1.12287770987
542,2.36322372913,1.13653918266
543,2.30071270275,1.09262791634
544,2.34941029644,1.05428388357
545,2.36496312237,1.13979072571
546,2.35413342476,1.15731273413
547,2.38992582607,1.09569852591
548,2.37707055569,1.107011168
549,2.34850760174,1.08943567753
550,2.29458319187,1.08851780176
551,2.35020389557,1.08623926401
552,2.31203553963,1.16624412537
553,2.30457534981,1.05343072653
554,2.26877301979,1.10374085903
555,2.27239046669,1.06645615578
556,2.28800055695,1.10066285849
557,2.30517949963,1.07674072027
558,2.27837511444,1.14862781763
559,2.23174719238,1.08014141321
560,2.32451809406,1.08198501825
561,2.29149592018,1.08072218895
562,2.21310633945,1.08813684225
563,2.18969970608,1.07586624384
564,2.18623386669,1.07649904251
565,2.21117843151,1.09863748789
566,2.16473154736,1.08611911535
567,2.1870563736,1.07620881081
568,2.17602938938,1.1080168438
569,2.16688147545,1.07887129068
570,2.17513723469,1.0834649086
571,2.17165515709,1.05459816217
572,2.28225654888,1.07540206909
573,2.19913306427,1.05683085918
574,2.16918130589,1.11976321936
575,2.15388758087,1.06552610159
576,2.17431888866,1.04754743576
577,2.13927944183,1.08270019054
578,2.08899649334,1.10462894201
579,2.1618288393,1.02323087692
580,2.10828418732,1.03972875834
581,2.14622680664,1.05097438574
582,2.10217323112,1.0354754734
583,2.13454419231,1.05326059103
584,2.14246863079,1.0332823658
585,2.09009404755,1.02295243979
586,2.11056949615,1.06937089682
587,2.10342429256,1.05559543371
588,2.11219923115,1.00858880043
589,2.05917766094,1.0351618576
590,2.13700374603,1.10315456867
591,2.07557820415,1.11760017872
592,2.10563442135,1.04768380165
593,2.0436521616,1.05269482613
594,2.05405136395,1.05926035881
595,2.01307191467,1.01811586618
596,1.99864074135,1.07762834787
597,2.0694433279,1.08010182381
598,2.01641482258,1.04627716303
599,2.0733693819,1.05213833809
600,1.99588256359,1.05737328053
601,2.05800983524,1.05432720184
602,2.03416544533,1.08696651697
603,2.03872848988,1.02477855444
604,2.01011563301,1.01818005562
605,2.01206070232,1.07206787348
606,1.95399332619,1.02491348267
607,2.01420791817,1.0298731637
608,1.99406980419,1.06772945404
609,1.98618853569,1.01710649729
610,2.02430585766,1.01767549276
611,1.94776358986,1.02940271616
612,2.04917236614,1.00498929501
613,1.99072517872,1.0459012413
614,1.96299619102,1.06271779776
615,1.93726399231,1.00145563126
616,1.92767781067,1.01884319067
617,1.92127954578,1.00567236185
618,1.9459856081,1.00426693201
619,1.93305832195,1.0675902462
620,1.90982658386,1.02092359781
621,1.91427230358,1.12866350412
622,1.92869193554,1.01288404703
623,1.91080755901,1.01649398565
624,1.93422524357,1.0344189477
625,1.87830676174,0.999422650337
626,1.90340167522,1.02006616354
627,1.8836571188,1.02071151972
628,1.87129449749,1.04902641296
629,1.86525076389,1.00231668234
630,1.87104454327,1.03996221781
631,1.88125758362,0.99733259201
632,1.95209045696,1.02050507545
633,1.89844403839,1.02242421865
634,1.86606472301,1.04038404703
635,1.86587891865,1.0068180418
636,1.84592850208,0.969632837772
637,1.87765812778,1.00360930443
638,1.87610870647,1.01015547037
639,1.86622147369,0.991518335342
640,1.84549839211,0.990992722511
641,1.8837383852,0.986654984951
642,1.84223144531,1.0158195591
643,1.82069414806,1.04421707392
644,1.78863957405,0.997986600399
645,1.80402695465,1.02436282873
646,1.79820536137,1.03975633621
647,1.81236476135,1.01034720898
648,1.79968927479,1.01573010445
649,1.79791583729,0.992991809845
650,1.82519498444,1.00011787653
651,1.79365136242,0.996590824127
652,1.75762698078,0.97716135025
653,1.77354356098,1.02874131918
654,1.79102349186,0.968538818359
655,1.75356926155,1.01473681927
656,1.76566691303,0.981332681179
657,1.76814264393,1.02371902227
658,1.73820450687,1.01699611425
659,1.79190010357,1.02425135612
660,1.77195179844,0.982300722599
661,1.74590606689,1.00614600182
662,1.71986909294,1.00609586477
663,1.73574654961,1.01092289209
664,1.72591790199,0.977992372513
665,1.71737449932,0.996711082458
666,1.73582964611,1.00325683832
667,1.73035259056,1.00561828375
668,1.71472809029,0.988540458679
669,1.71133016205,0.985466706753
670,1.70313757896,1.00630373955
671,1.67126587582,1.00986560822
672,1.677064147,1.01661514759
673,1.71884491444,0.995914773941
674,1.66593987751,0.992745759487
675,1.67646176434,0.964053461552
676,1.69389038372,1.01826459646
677,1.66882396984,0.960134363174
678,1.68529515553,0.970303423405
679,1.65202221203,0.99364490509
680,1.67295771885,1.03821964264
681,1.66462715721,0.993388803005
682,1.65632376575,0.989798297882
683,1.71495133495,0.987419748306
684,1.67062643433,1.00500240564
685,1.65232567024,0.996067335606
686,1.67389945889,1.00640046835
687,1.61815664196,0.997785301208
688,1.64339942074,1.00171127558
689,1.66443667603,0.998763144016
690,1.65955140686,1.03033520222
691,1.66407132053,0.979678113461
692,1.62405841637,0.9849670434
693,1.62285280132,0.962418878078
694,1.59334519482,0.990825834274
695,1.61919086933,0.972092759609
696,1.61471826935,0.959066483974
697,1.60699855042,0.986623780727
698,1.60449627495,1.01185913324
699,1.60456491089,0.986280267239
700,1.61468631077,1.0001302743
701,1.61164975643,0.981426298618
702,1.62016805172,0.975640125275
703,1.59345243645,0.967443320751
704,1.61557079411,0.965594444275
705,1.55595818329,0.992256009579
706,1.55724978352,0.988110063076
707,1.57858107281,0.994866178036
708,1.56585302448,0.99119333744
709,1.5936053009,0.947801456451
710,1.55686135578,0.963231585026
711,1.54284611034,0.950143043995
712,1.54479490185,0.958445961475
713,1.57002183533,0.96177195549
714,1.55481122017,0.981958544254
715,1.54494156837,0.976163790226
716,1.55562356663,0.993759348392
717,1.52188941956,0.97780670166
718,1.55800842762,0.982429392338
719,1.55158712673,1.00629370689
720,1.53687182426,0.96985345602
721,1.54630188465,0.983773596287
722,1.52769560909,0.984722325802
723,1.52347086811,1.00056112051
724,1.5262284174,0.990478401184
725,1.5240375967,0.952617685795
726,1.53247963715,0.981413416862
727,1.50926454449,0.985217320919
728,1.50917803288,0.969302814007
729,1.53347165775,0.961854116917
730,1.50809083843,0.989991292953
731,1.52026042652,1.01322585106
732,1.49408780384,0.956525309086
733,1.49674598026,0.960853669643
734,1.50075437641,0.940589697361
735,1.51313301182,0.932920427322
736,1.49403969669,0.935552976131
737,1.4932552309,0.99021677494
738,1.47289304256,0.968062849045
739,1.49404424095,0.963957884312
740,1.47685536671,0.980987977982
741,1.47264335632,0.952531683445
742,1.47531886387,0.94935931921
743,1.48416367626,0.932494866848
744,1.4704249301,0.974883995056
745,1.45888683033,0.963605744839
746,1.47448944664,0.987604904175
747,1.46609219646,0.984410765171
748,1.453580966,0.977529571056
749,1.44748673534,0.974921312332
750,1.44005098629,0.995008165836
751,1.45972250843,0.978653795719
752,1.45606724644,0.978148291111
753,1.46536652279,0.972025279999
754,1.43788100529,1.00624116659
755,1.44014362812,0.967257478237
756,1.44075686359,0.980025274754
757,1.44905399036,0.981357440948
758,1.45233847809,0.944520969391
759,1.45200935078,0.980797085762
760,1.42389111423,0.954537575245
761,1.44961339235,0.97707264185
762,1.43967491245,0.9968288517
763,1.42605468273,0.984643609524
764,1.441633461,0.969654693604
765,1.42923104954,0.990780107975
766,1.41941874409,0.988065729141
767,1.42359201717,0.984052844048
768,1.40526953411,0.965947232246
769,1.41173592091,0.965756332874
770,1.42564170361,0.971339018345
771,1.40374306393,0.995955429077
772,1.41646945667,0.982492239475
773,1.40659468555,0.9577821064
774,1.42953066921,0.957588541508
775,1.41444378948,0.964831426144
776,1.42897689915,0.977862443924
777,1.42026838589,0.955515391827
778,1.40024988842,0.952759139538
779,1.41610492229,0.959781913757
780,1.40270594311,0.956355941296
781,1.40724512196,0.960910511017
782,1.40284063721,0.985351579189
783,1.41276185942,0.960529546738
784,1.39051043606,0.976008625031
785,1.39545277405,0.987037756443
786,1.40164373875,0.957274534702
787,1.40692537594,1.00071588755
788,1.36276079845,0.983471961021
789,1.39313443089,0.980091950893
790,1.37725528812,0.971809968948
791,1.41216071606,0.954497263432
792,1.39836026764,0.956009318829
793,1.37566833401,0.971861212254
794,1.38445011616,0.954389903545
795,1.36966259384,0.995769791603
796,1.3721542387,0.97659375906
797,1.38991956234,0.971478879452
798,1.3780386343,0.976116323471
799,1.37335365963,0.980273122787
800,1.38163396454,0.967169961929
801,1.36563625431,0.957894468307
802,1.38399249554,0.986560513973
803,1.38917076111,1.00276016235
804,1.37794309139,0.955252687931
805,1.36210174465,0.957284889221
806,1.35604623032,0.986783387661
807,1.37436939621,0.977265455723
808,1.38244124126,0.951839437485
809,1.36553090572,0.995241098404
810,1.34951380062,0.961071071625
811,1.35921069813,0.962581410408
812,1.36732513905,0.962073595524
813,1.37038872623,0.960190038681
814,1.38047061825,0.989199943542
815,1.38032622814,0.967527420521
816,1.35482802105,0.970195105076
817,1.38134626484,1.00848352671
818,1.37304962826,0.992620601654
819,1.36243016911,0.956714715958
820,1.3488000536,0.986588118076
821,1.35902668285,0.968347146511
822,1.37142183208,0.965208871365
823,1.35041593552,0.958848791122
824,1.36285500622,0.984959182739
825,1.3634884901,0.957158615589
826,1.36572910404,0.974751405716
827,1.34969215107,0.962416627407
828,1.35382187939,0.982376229763
829,1.3483227129,0.978595674038
830,1.35237635899,0.958208868504
831,1.36152263927,0.997273991108
832,1.36785821819,0.970296933651
833,1.35734660721,0.968398151398
834,1.36001753712,0.984424080849
835,1.34962948513,0.97298738718
836,1.35496921968,0.985097558498
837,1.33973420238,0.962797355652
838,1.3485998373,0.966321599483
839,1.34577391291,0.982356700897
840,1.35373174763,0.970113427639
841,1.3439325285,0.960837061405
842,1.32147926426,0.979736204147
843,1.33955736828,0.954498875141
844,1.33406106806,0.994605789185
845,1.35598718548,0.997914686203
846,1.32445885944,0.974974644184
847,1.33577486324,0.968197686672
848,1.32702786255,0.970228872299
849,1.35360968494,0.992161483765
850,1.34737744427,0.977992303371
851,1.3290369978,0.962866361141
852,1.33126649761,0.961973598003
853,1.34275146198,0.95350430727
854,1.33986684322,0.963210468292
855,1.33620895481,0.955360326767
856,1.31775457287,0.97505168438
857,1.32606557941,1.01107130289
858,1.32685039425,0.996369333267
859,1.32224805546,1.00118541718
860,1.32692038822,1.01480071783
861,1.3445104475,0.978530523777
862,1.31920099163,0.996475119591
863,1.32327180099,0.985903470516
864,1.30957288074,0.980836699009
865,1.31867259502,0.959908807278
866,1.3236917448,1.01064237356
867,1.31042518902,0.964222581387
868,1.33798372173,0.975019757748
869,1.31684521103,0.968097801208
870,1.31374405813,0.980645523071
871,1.32031075764,0.977978525162
872,1.3318925066,0.989346776009
873,1.30786220169,0.981163921356
874,1.30852530003,0.983999547958
